Motifs
"[0, 27, 66, 97, 148, 179, 217, 249, 277, 304, 335, 362, 399, 435, 466, 493, 523, 550, 591, 623, 660, 688, 714, 748, 785, 815, 841, 884, 915, 966, 997, 1040, 1085, 1122, 1159, 1192, 1218]"
