Motifs
"[0, 33, 87, 129, 168, 206, 264, 302, 340, 396, 436, 475, 512, 551, 586, 620, 662, 711, 748, 777, 814, 842, 878, 908, 943, 988, 1046, 1109, 1165, 1199]"
