Motifs
"[14, 47, 80, 110, 137, 170, 221, 247, 278, 305, 341, 375, 414, 442, 475, 512, 541, 568, 613, 653, 696, 728, 762, 797, 833, 860, 894, 921, 962, 994, 1024, 1070, 1100, 1144, 1184, 1225]"
