Motifs
"[16, 39, 63, 88, 115, 138, 159, 180, 221, 253, 276, 305, 327, 350, 379, 400, 424, 445, 477, 516, 556, 591, 625, 655, 688, 728, 755, 793, 814, 843, 881, 913, 943, 975, 1008, 1030, 1053, 1074, 1105, 1127, 1165, 1204, 1227]"
