Motifs
"[61, 145, 411, 452, 478, 561, 618, 644, 701, 784, 867, 893, 951, 1034, 1117, 1142, 1199, 1225]"
"[17, 238, 736, 986, 1069]"
"[84, 168, 584, 666, 916, 1165]"
