Motifs
"[6, 50, 77, 105, 138, 167, 197, 223, 253, 283, 321, 368, 422, 460, 510, 548, 574, 602, 631, 678, 718, 765, 794, 821, 873, 912, 949, 994, 1020, 1064, 1096, 1123, 1178, 1226]"
