Motifs
"[16, 68, 104, 130, 179, 210, 243, 276, 307, 337, 388, 440, 473, 526, 579, 611, 660, 696, 722, 753, 792, 829, 860, 892, 922, 955, 1001, 1047, 1079, 1111, 1163, 1216]"
