Motifs
"[15, 155, 196, 351, 372, 545, 581, 682, 729, 941, 992, 1105, 1139]"
"[45, 81, 112, 133, 227, 252, 274, 324, 402, 425, 449, 470, 502, 609, 650, 708, 759, 787, 827, 859, 893, 916, 965, 1026, 1048, 1072, 1184, 1216, 1240]"
"[302, 524, 1163]"
