Motifs
"[0, 36, 66, 104, 146, 188, 221, 258, 294, 339, 377, 406, 453, 481, 524, 554, 591, 630, 662, 692, 722, 755, 781, 818, 869, 895, 932, 958, 984, 1014, 1042, 1075, 1121, 1149, 1198, 1227]"
