Motifs
"[3, 56, 86, 113, 143, 179, 225, 264, 300, 341, 367, 417, 461, 492, 528, 558, 590, 620, 671, 699, 746, 774, 814, 861, 893, 942, 976, 1013, 1058, 1088, 1114, 1160, 1210]"
