Motifs
"[9, 31, 57, 97, 123, 162, 190, 230, 254, 284, 310, 333, 364, 386, 416, 441, 465, 496, 528, 562, 589, 614, 644, 675, 703, 737, 786, 822, 864, 892, 915, 953, 975, 1017, 1039, 1079, 1103, 1133, 1185, 1216, 1240]"
"[761, 1157]"
"[843, 996]"
