Motifs
"[9, 41, 73, 106, 155, 193, 238, 268, 295, 341, 379, 420, 441, 464, 494, 537, 563, 584, 611, 638, 687, 716, 752, 782, 808, 867, 900, 932, 964, 1007, 1054, 1105, 1133, 1175, 1221]"
"[128, 216, 317, 516, 666, 831, 985, 1033, 1075, 1154, 1197]"
