Motifs
"[25, 88, 118, 201, 293, 322, 352, 381, 410, 441, 471, 499, 544, 573, 617, 648, 677, 707, 736, 765, 795, 824, 869, 898, 945, 975, 1004, 1109, 1153, 1183, 1227]"
