Motifs
"[0, 27, 78, 105, 144, 180, 207, 253, 294, 327, 354, 391, 447, 484, 523, 563, 613, 643, 674, 701, 730, 787, 821, 873, 901, 942, 968, 994, 1031, 1069, 1108, 1158, 1204, 1230]"
