Motifs
"[13, 34, 58, 89, 123, 144, 178, 216, 243, 267, 291, 312, 334, 359, 391, 425, 451, 490, 522, 557, 578, 614, 648, 672, 701, 727, 752, 793, 835, 865, 886, 907, 943, 967, 991, 1014, 1040, 1072, 1093, 1120, 1156, 1181, 1213, 1234]"
