Motifs
"[13, 43, 69, 145, 171, 202, 246, 274, 307, 333, 359, 409, 435, 461, 508, 540, 586, 614, 661, 687, 715, 748, 787, 829, 855, 881, 916, 942, 968, 1012, 1069, 1100, 1147, 1184, 1210]"
