Motifs
"[15, 45, 79, 146, 183, 216, 249, 283, 313, 365, 397, 428, 457, 485, 517, 547, 579, 624, 650, 693, 740, 787, 825, 855, 881, 916, 968, 1010, 1036, 1071, 1109, 1135, 1174, 1202]"
