Motifs
"[17, 47, 73, 103, 149, 183, 212, 251, 277, 306, 345, 382, 414, 464, 517, 548, 587, 638, 682, 711, 744, 780, 815, 849, 889, 921, 951, 1002, 1032, 1065, 1094, 1120, 1159, 1195, 1222]"
