Motifs
"[0, 36, 72, 108, 144, 181, 217, 252, 288, 325, 361, 397, 433, 469, 505, 541, 578, 650, 686, 723, 777, 813, 849, 885, 922, 977, 1013, 1049, 1103, 1139, 1175, 1211]"
