Motifs
"[35, 75, 114, 154, 214, 254, 293, 333, 372, 412, 452, 492, 532, 572, 613, 653, 712, 772, 812, 852, 891, 931, 971, 1011, 1051, 1090, 1130, 1170, 1209]"
