Motifs
"[0, 40, 71, 97, 146, 180, 206, 238, 264, 290, 333, 371, 422, 473, 521, 557, 593, 620, 674, 703, 729, 769, 813, 845, 871, 904, 936, 962, 998, 1044, 1070, 1099, 1134, 1160, 1217]"
