Motifs
"[2, 36, 66, 101, 137, 192, 228, 261, 307, 357, 394, 429, 482, 523, 581, 622, 666, 698, 728, 786, 858, 900, 931, 1006, 1032, 1059, 1112, 1142, 1175, 1203]"
