Motifs
"[0, 48, 85, 114, 150, 190, 222, 253, 294, 324, 354, 400, 426, 462, 497, 545, 585, 616, 650, 701, 734, 765, 804, 832, 858, 890, 920, 965, 995, 1024, 1067, 1096, 1126, 1157, 1188, 1218]"
