Motifs
"[38, 90, 114, 142, 172, 193, 233, 257, 278, 320, 353, 388, 419, 468, 521, 555, 596, 617, 650, 671, 726, 757, 790, 840, 863, 889, 918, 944, 967, 1007, 1035, 1063, 1091, 1118, 1159, 1209]"
"[11, 60, 299, 440, 493, 698, 812, 1180, 1230]"
