Motifs
"[3, 36, 76, 102, 140, 171, 197, 223, 262, 292, 324, 350, 383, 415, 457, 496, 542, 568, 599, 646, 685, 711, 766, 814, 845, 892, 922, 948, 977, 1016, 1056, 1096, 1125, 1154, 1195, 1229]"
