Motifs
"[89, 124, 160, 231, 267, 320, 374, 410, 445, 517, 552, 587, 659, 695]"
"[1084, 1120, 1156, 1209]"
"[40, 183, 288, 467, 609, 754, 841, 912, 983, 1231]"
