Motifs
"[15, 39, 63, 109, 133, 160, 191, 227, 248, 289, 329, 368, 398, 431, 457, 478, 502, 528, 554, 580, 612, 652, 692, 714, 764, 794, 815, 846, 879, 923, 946, 1000, 1037, 1064, 1097, 1129, 1152, 1175, 1200, 1223]"
"[87, 735, 902, 972]"
