Motifs
"[15, 51, 82, 110, 139, 169, 203, 233, 262, 323, 371, 409, 435, 469, 504, 540, 605, 657, 694, 720, 785, 813, 840, 883, 912, 945, 977, 1006, 1043, 1069, 1096, 1124, 1218]"
