Motifs
"[20, 68, 98, 125, 155, 189, 232, 270, 305, 336, 368, 405, 438, 473, 499, 530, 560, 609, 638, 664, 697, 726, 760, 793, 826, 856, 896, 935, 978, 1008, 1049, 1080, 1109, 1135, 1161, 1198, 1228]"
