Motifs
"[18, 46, 86, 118, 153, 186, 213, 241, 270, 297, 328, 360, 409, 451, 477, 503, 533, 567, 609, 637, 665, 708, 734, 765, 810, 836, 868, 894, 940, 966, 993, 1034, 1061, 1088, 1114, 1165, 1217]"
