Motifs
"[23, 52, 80, 108, 135, 179, 205, 233, 262, 300, 327, 355, 393, 440, 466, 496, 523, 560, 598, 628, 657, 683, 710, 738, 767, 817, 850, 894, 931, 970, 997, 1034, 1067, 1112, 1140, 1169, 1197, 1223]"
