Motifs
"[48, 151, 203]"
"[395, 499, 602, 653, 705, 757, 809, 964, 1015, 1067, 1170, 1222]"
"[99, 259, 364, 416, 467, 520, 571, 623, 674, 726, 778, 830, 881, 933, 985, 1036, 1088, 1139, 1191]"
