Motifs
"[0, 51, 79, 149, 175, 201, 228, 260, 286, 337, 380, 426, 457, 483, 509, 537, 582, 609, 637, 688, 731, 765, 813, 851, 892, 942, 972, 1012, 1047, 1085, 1119, 1151, 1200, 1228]"
