Motifs
"[16, 58, 84, 111, 141, 170, 196, 223, 251, 299, 339, 369, 397, 439, 469, 510, 562, 591, 619, 645, 671, 701, 729, 770, 798, 824, 862, 893, 925, 975, 1004, 1032, 1080, 1126, 1168, 1219]"
