Motifs
"[18, 68, 123, 149, 196, 241, 268, 300, 331, 402, 429, 455, 497, 528, 559, 616, 664, 701, 753, 783, 825, 859, 885, 938, 984, 1032, 1059, 1094, 1125, 1151, 1205]"
