Motifs
"[13, 62, 107, 133, 183, 211, 240, 269, 297, 342, 377, 403, 429, 463, 502, 528, 559, 587, 613, 653, 682, 722, 748, 782, 826, 854, 882, 908, 936, 982, 1008, 1034, 1078, 1106, 1136, 1178, 1212]"
