Motifs
"[20, 54, 85, 116, 147, 168, 197, 218, 247, 278, 299, 323, 349, 382, 418, 451, 492, 515, 538, 564, 600, 628, 674, 699, 721, 752, 781, 810, 840, 877, 908, 932, 958, 981, 1002, 1032, 1058, 1094, 1132, 1182, 1223]"
"[652, 1154]"
