Motifs
"[14, 56, 96, 140, 186, 241, 269, 329, 361, 393, 419, 449, 505, 560, 594, 650, 681, 748, 791, 826, 870, 908, 950, 982, 1013, 1068, 1112, 1148, 1189, 1227]"
