Motifs
"[5, 39, 84, 134, 181, 222, 261, 302, 357, 383, 426, 457, 496, 524, 576, 615, 648, 680, 730, 773, 808, 853, 881, 910, 943, 981, 1023, 1054, 1083, 1111, 1137, 1180, 1229]"
