Motifs
"[12, 74, 124, 180, 207, 233, 259, 298, 339, 385, 414, 456, 483, 547, 593, 642, 677, 707, 741, 782, 842, 898, 924, 952, 993, 1034, 1098, 1135, 1161, 1190, 1227]"
