Motifs
"[14, 35, 59, 91, 117, 138, 168, 192, 214, 250, 286, 325, 351, 374, 406, 448, 482, 509, 549, 582, 623, 648, 676, 706, 728, 749, 771, 793, 827, 848, 885, 916, 938, 959, 1002, 1032, 1065, 1091, 1117, 1160, 1190, 1212]"
"[427, 981, 1139, 1233]"
