Motifs
"[40, 106, 155, 197, 236, 283, 326, 367, 406, 452, 489, 515, 557, 601, 635, 668, 696, 722, 749, 813, 845, 877, 912, 950, 996, 1033, 1089, 1139, 1190, 1221]"
