Motifs
"[19, 53, 79, 106, 155, 196, 232, 266, 294, 342, 371, 411, 455, 483, 510, 546, 576, 604, 630, 669, 711, 768, 807, 835, 875, 922, 964, 1014, 1071, 1144, 1170, 1198, 1227]"
