Motifs
"[0, 34, 61, 114, 161, 195, 237, 269, 315, 361, 390, 433, 462, 488, 514, 547, 580, 608, 640, 680, 710, 738, 775, 804, 832, 864, 905, 931, 963, 994, 1027, 1069, 1108, 1144, 1179, 1215]"
