Motifs
"[1, 22, 45, 66, 89, 119, 149, 171, 192, 217, 238, 273, 308, 330, 352, 373, 399, 427, 464, 485, 508, 545, 567, 591, 616, 637, 664, 685, 711, 752, 792, 817, 852, 878, 908, 929, 958, 986, 1008, 1039, 1062, 1085, 1107, 1132, 1161, 1182, 1203, 1224]"
