Motifs
"[16, 59, 104, 154, 180, 209, 250, 281, 322, 362, 388, 421, 464, 497, 531, 559, 608, 648, 695, 721, 750, 792, 833, 868, 910, 949, 982, 1015, 1045, 1078, 1108, 1134, 1164, 1190, 1220]"
