Motifs
"[15, 37, 60, 81, 119, 140, 166, 202, 231, 260, 285, 320, 342, 377, 400, 427, 449, 478, 504, 532, 569, 598, 621, 644, 689, 710, 736, 780, 816, 855, 896, 937, 958, 991, 1025, 1065, 1087, 1108, 1143, 1164, 1188, 1210, 1234]"
"[666, 758]"
