Motifs
"[3, 31, 59, 89, 115, 150, 196, 233, 261, 312, 341, 367, 407, 435, 461, 511, 544, 581, 607, 653, 681, 707, 736, 762, 804, 834, 861, 887, 915, 948, 974, 1008, 1043, 1074, 1103, 1130, 1158, 1191, 1219]"
