Motifs
"[1, 27, 64, 87, 108, 132, 167, 188, 211, 235, 269, 292, 313, 352, 376, 400, 436, 462, 491, 530, 571, 611, 648, 675, 707, 744, 765, 797, 821, 845, 868, 895, 923, 947, 993, 1014, 1035, 1068, 1094, 1115, 1138, 1168, 1189, 1211, 1236]"
