Motifs
"[9, 54, 86, 117, 168, 202, 231, 281, 318, 350, 378, 407, 434, 460, 493, 527, 556, 582, 616, 642, 671, 705, 746, 777, 823, 850, 876, 910, 939, 965, 994, 1021, 1050, 1076, 1123, 1155, 1184, 1210]"
