Motifs
"[30, 71, 116, 167, 206, 277, 318, 346, 372, 411, 458, 506, 548, 574, 600, 633, 660, 686, 715, 756, 788, 840, 885, 911, 958, 987, 1022, 1062, 1096, 1123, 1186, 1214]"
