Motifs
"[7, 33, 59, 107, 145, 183, 218, 251, 293, 338, 373, 404, 432, 463, 504, 532, 559, 608, 646, 695, 740, 783, 821, 870, 913, 962, 994, 1020, 1046, 1080, 1126, 1152, 1182, 1219]"
