Motifs
"[2, 29, 77, 110, 140, 170, 206, 250, 276, 305, 350, 376, 402, 432, 483, 513, 563, 601, 651, 687, 715, 749, 778, 821, 853, 882, 908, 937, 983, 1024, 1066, 1105, 1144, 1174, 1203, 1229]"
