Motifs
"[60, 122, 145, 168, 189, 210, 234, 262, 287, 317, 352, 401, 494, 631, 657, 691, 719, 836, 945, 1029, 1058, 1080, 1117, 1146, 1194, 1236]"
"[7, 32, 82, 374, 439, 460, 517, 547, 580, 605, 742, 780, 813, 858, 879, 900, 921, 968, 989, 1169, 1215]"
