Motifs
"[9, 37, 79, 106, 153, 179, 213, 262, 295, 343, 390, 441, 468, 504, 532, 559, 603, 629, 656, 704, 748, 795, 821, 847, 892, 919, 945, 971, 1009, 1050, 1080, 1128, 1157, 1191, 1228]"
