Motifs
"[20, 46, 73, 109, 140, 166, 217, 250, 293, 338, 372, 415, 445, 477, 517, 565, 595, 637, 663, 702, 734, 768, 795, 821, 848, 886, 926, 967, 993, 1042, 1075, 1101, 1139, 1168, 1210]"
