Motifs
"[4, 31, 58, 104, 135, 170, 197, 225, 255, 297, 344, 373, 404, 435, 462, 499, 527, 553, 604, 654, 684, 710, 738, 769, 799, 827, 855, 905, 931, 960, 988, 1020, 1046, 1074, 1103, 1137, 1176, 1205]"
