Motifs
"[24, 52, 81, 115, 143, 183, 209, 235, 268, 299, 337, 375, 403, 451, 477, 517, 546, 580, 611, 644, 677, 709, 741, 787, 819, 858, 909, 937, 986, 1017, 1053, 1080, 1124, 1153, 1184, 1212]"
