Motifs
"[72, 190, 234, 371, 851, 1087]"
"[23, 108, 155, 268, 308, 461, 579, 618, 724, 1121, 1159]"
"[48, 211, 329, 396, 482, 503, 549, 663, 755, 825, 941, 963]"
