Motifs
"[0, 34, 60, 86, 114, 140, 168, 198, 224, 269, 301, 331, 375, 422, 456, 483, 516, 542, 571, 597, 627, 670, 712, 754, 783, 814, 849, 876, 903, 946, 977, 1003, 1034, 1065, 1105, 1135, 1162, 1199, 1225]"
