Motifs
"[20, 56, 82, 107, 146, 181, 219, 256, 279, 307, 337, 381, 420, 451, 472, 493, 518, 551, 577, 609, 645, 676, 708, 738, 767, 802, 843, 882, 903, 941, 979, 1000, 1047, 1069, 1095, 1124, 1165, 1202, 1226]"
"[360, 1026]"
