Motifs
"[3, 36, 83, 117, 151, 195, 226, 260, 300, 357, 403, 443, 478, 527, 555, 604, 633, 692, 737, 771, 815, 850, 877, 912, 971, 1018, 1055, 1097, 1145, 1218]"
