Motifs
"[15, 60, 94, 129, 178, 228, 261, 302, 335, 375, 420, 462, 511, 562, 597, 623, 649, 693, 731, 765, 795, 844, 884, 915, 945, 979, 1008, 1037, 1083, 1117, 1160, 1194, 1222]"
