Motifs
"[4, 33, 74, 101, 127, 161, 187, 222, 264, 306, 333, 360, 395, 426, 463, 498, 540, 566, 601, 627, 653, 687, 723, 756, 790, 816, 842, 876, 917, 953, 979, 1005, 1031, 1065, 1099, 1142, 1176, 1220]"
